1712354127.328157 server started (32355): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1712354127.328238 on Linux 5.15.0-101-generic #111-Ubuntu SMP Tue Mar 5 20:16:58 UTC 2024
1712354127.328291 using libevent 2.1.12-stable (poll); ncurses 6.3
1712354127.328727 input_key_build: 0x10e003 (PasteStart) is \033[200~
1712354127.328764 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1712354127.328799 input_key_build: 0x10e195 (F1) is \033OP
1712354127.328833 input_key_build: 0x10e196 (F2) is \033OQ
1712354127.328867 input_key_build: 0x10e197 (F3) is \033OR
1712354127.328901 input_key_build: 0x10e198 (F4) is \033OS
1712354127.328936 input_key_build: 0x10e199 (F5) is \033[15~
1712354127.328970 input_key_build: 0x10e19a (F6) is \033[17~
1712354127.329005 input_key_build: 0x10e19b (F7) is \033[18~
1712354127.329039 input_key_build: 0x10e19c (F8) is \033[19~
1712354127.329091 input_key_build: 0x10e19d (F9) is \033[20~
1712354127.329126 input_key_build: 0x10e19e (F10) is \033[21~
1712354127.329160 input_key_build: 0x10e19f (F11) is \033[23~
1712354127.329298 input_key_build: 0x10e1a0 (F12) is \033[24~
1712354127.329334 input_key_build: 0x10e1a1 (IC) is \033[2~
1712354127.329368 input_key_build: 0x10e1a2 (DC) is \033[3~
1712354127.329402 input_key_build: 0x10e1a3 (Home) is \033[1~
1712354127.329437 input_key_build: 0x10e1a4 (End) is \033[4~
1712354127.329471 input_key_build: 0x10e1a5 (NPage) is \033[6~
1712354127.329505 input_key_build: 0x10e1a6 (PPage) is \033[5~
1712354127.329539 input_key_build: 0x10e1a7 (BTab) is \033[Z
1712354127.329574 input_key_build: 0x10e1a8 (Up) is \033[A
1712354127.329608 input_key_build: 0x10e1a9 (Down) is \033[B
1712354127.329642 input_key_build: 0x10e1aa (Left) is \033[D
1712354127.329695 input_key_build: 0x10e1ab (Right) is \033[C
1712354127.329732 input_key_build: 0x10e1ac (KP/) is /
1712354127.329794 input_key_build: 0x10e1ad (KP*) is *
1712354127.329829 input_key_build: 0x10e1ae (KP-) is -
1712354127.329863 input_key_build: 0x10e1af (KP7) is 7
1712354127.329897 input_key_build: 0x10e1b0 (KP8) is 8
1712354127.329932 input_key_build: 0x10e1b1 (KP9) is 9
1712354127.329966 input_key_build: 0x10e1b2 (KP+) is +
1712354127.330000 input_key_build: 0x10e1b3 (KP4) is 4
1712354127.330034 input_key_build: 0x10e1b4 (KP5) is 5
1712354127.330087 input_key_build: 0x10e1b5 (KP6) is 6
1712354127.330121 input_key_build: 0x10e1b6 (KP1) is 1
1712354127.330155 input_key_build: 0x10e1b7 (KP2) is 2
1712354127.330189 input_key_build: 0x10e1b8 (KP3) is 3
1712354127.330224 input_key_build: 0x10e1b9 (KPEnter) is \n
1712354127.330258 input_key_build: 0x10e1ba (KP0) is 0
1712354127.330292 input_key_build: 0x10e1bb (KP.) is .
1712354127.330326 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1712354127.330361 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1712354127.330395 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1712354127.330430 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1712354127.330464 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1712354127.330498 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1712354127.330533 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1712354127.330567 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1712354127.330602 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1712354127.330636 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1712354127.330670 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1712354127.330705 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1712354127.330739 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1712354127.330804 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1712354127.330853 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1712354127.330893 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1712354127.330928 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1712354127.330962 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1712354127.330997 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1712354127.331031 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1712354127.331073 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1712354127.331108 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1712354127.331143 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1712354127.331195 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1712354127.331230 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1712354127.331264 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1712354127.331299 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1712354127.331333 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1712354127.331367 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1712354127.331402 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1712354127.331436 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1712354127.331471 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1712354127.331505 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1712354127.331539 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1712354127.331574 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1712354127.331608 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1712354127.331642 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1712354127.331677 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1712354127.331712 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1712354127.331746 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1712354127.331780 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1712354127.331815 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1712354127.331866 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1712354127.331906 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1712354127.331968 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1712354127.332016 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1712354127.332051 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1712354127.332086 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1712354127.332121 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1712354127.332155 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
